OID	LEFT_FID	RIGHT_FID	ORIG_FID	Puntos_x_m	Puntos_y_m	Punto_X_Km	Punto_Y_Km
-1	-1	0	0	693248,1395	9569248,936	693,2481395	9569,248936
-1	-1	0	0	693249,8555	9569333,019	693,2498555	9569,333019
-1	-1	0	0	693234,7833	9569394,846	693,2347833	9569,394846
-1	-1	0	0	693135,5045	9569571,091	693,1355045	9569,571091
-1	-1	0	0	693086,5508	9569626,739	693,0865508	9569,626739
-1	-1	0	0	693020,3513	9569707,323	693,0203513	9569,707323
-1	-1	0	0	692991,7384	9569777,864	692,9917384	9569,777864
-1	-1	0	0	692966,8623	9569897,849	692,9668623	9569,897849
-1	-1	0	0	692942,6105	9570011,946	692,9426105	9570,011946
-1	-1	0	0	692903,8773	9570153,121	692,9038773	9570,153121
-1	-1	0	0	692871,9802	9570251,416	692,8719802	9570,251416
-1	-1	0	0	692852,3936	9570302,06	692,8523936	9570,30206
-1	-1	0	0	692818,0937	9570419,227	692,8180937	9570,419227
-1	-1	0	0	692813,135	9570464,868	692,813135	9570,464868
-1	-1	0	0	692744,0042	9570659,75	692,7440042	9570,65975
-1	-1	0	0	692728,2017	9570765,913	692,7282017	9570,765913
-1	-1	0	0	692705,7349	9570831,551	692,7057349	9570,831551
-1	-1	0	0	692699,7093	9570936,2	692,6997093	9570,9362
-1	-1	0	0	692676,0439	9571190,952	692,6760439	9571,190952
-1	-1	0	0	692675,8163	9571202,1	692,6758163	9571,2021
-1	-1	0	0	692676,03	9571212,57	692,67603	9571,21257
-1	-1	0	0	692678,9864	9571369,499	692,6789864	9571,369499
-1	-1	0	0	692687,6789	9571538,205	692,6876789	9571,538205
-1	-1	0	0	692714,2728	9571641,581	692,7142728	9571,641581
-1	-1	0	0	692763,3018	9571753,189	692,7633018	9571,753189
-1	-1	0	0	692841,8508	9571971,58	692,8418508	9571,97158
-1	-1	0	0	692869,818	9572091,018	692,869818	9572,091018
-1	-1	0	0	692863,0663	9572180,719	692,8630663	9572,180719
-1	-1	0	0	692834,118	9572248,913	692,834118	9572,248913
-1	-1	0	0	692782,7852	9572283,709	692,7827852	9572,283709
-1	-1	0	0	692730,135	9572302,985	692,730135	9572,302985
-1	-1	0	0	692667,4171	9572320,675	692,6674171	9572,320675
-1	-1	0	0	692594,2207	9572362,93	692,5942207	9572,36293
