OID	LEFT_FID	RIGHT_FID	ORIG_FID	Puntos_x_m	Puntos_y_m	Punto_X_Km	Punto_Y_Km
-1	-1	0	0	692535,6192	9572427,146	692,5356192	9572,427146
-1	-1	0	0	692510,4863	9572493,557	692,5104863	9572,493557
-1	-1	0	0	692503,3659	9572598,128	692,5033659	9572,598128
-1	-1	0	0	692528,6792	9572696,118	692,5286792	9572,696118
-1	-1	0	0	692556,03	9572700,57	692,55603	9572,70057
-1	-1	0	0	692604,8613	9572708,899	692,6048613	9572,708899
-1	-1	0	0	692666,97	9572712,63	692,66697	9572,71263
-1	-1	0	0	692772,2393	9572715,754	692,7722393	9572,715754
-1	-1	0	0	692828,6413	9572726,765	692,8286413	9572,726765
-1	-1	0	0	692887,3497	9572751,088	692,8873497	9572,751088
-1	-1	0	0	692944,1227	9572794,606	692,9441227	9572,794606
-1	-1	0	0	692981,2631	9572835,304	692,9812631	9572,835304
-1	-1	0	0	693011,6815	9572877,599	693,0116815	9572,877599
-1	-1	0	0	693047,1985	9572946,544	693,0471985	9572,946544
-1	-1	0	0	693062,4474	9572982,466	693,0624474	9572,982466
-1	-1	0	0	693120,8897	9573115,501	693,1208897	9573,115501
-1	-1	0	0	693145,1471	9573175,304	693,1451471	9573,175304
-1	-1	0	0	693162,3614	9573225,597	693,1623614	9573,225597
-1	-1	0	0	693184,0863	9573298,645	693,1840863	9573,298645
-1	-1	0	0	693210,1306	9573352,328	693,2101306	9573,352328
-1	-1	0	0	693249,5047	9573408,305	693,2495047	9573,408305
-1	-1	0	0	693283,9902	9573468,182	693,2839902	9573,468182
-1	-1	0	0	693288,6262	9573496,661	693,2886262	9573,496661
-1	-1	0	0	693330,3116	9573545,596	693,3303116	9573,545596
-1	-1	0	0	693387,8086	9573585,552	693,3878086	9573,585552
-1	-1	0	0	693560,5022	9573645,902	693,5605022	9573,645902
-1	-1	0	0	693675,2628	9573675,313	693,6752628	9573,675313
-1	-1	0	0	693882,5226	9573711,57	693,8825226	9573,71157
-1	-1	0	0	694034,9575	9573708,572	694,0349575	9573,708572
-1	-1	0	0	694050,03	9573705,63	694,05003	9573,70563
-1	-1	0	0	694086,0445	9573697,529	694,0860445	9573,697529
-1	-1	0	0	694122,4047	9573706,393	694,1224047	9573,706393
-1	-1	0	0	694190,8392	9573754,53	694,1908392	9573,75453
-1	-1	0	0	694230,72	9573780,028	694,23072	9573,780028
-1	-1	0	0	694316,6876	9573819,332	694,3166876	9573,819332
-1	-1	0	0	694422,9712	9573846,57	694,4229712	9573,84657
-1	-1	0	0	694530,03	9573843,63	694,53003	9573,84363
-1	-1	0	0	694611,9335	9573838,71	694,6119335	9573,83871
-1	-1	0	0	694714,2874	9573833,209	694,7142874	9573,833209
-1	-1	0	0	694784,6019	9573851,841	694,7846019	9573,851841
-1	-1	0	0	694859,97	9573891,63	694,85997	9573,89163
-1	-1	0	0	694927,9944	9573927,163	694,9279944	9573,927163
-1	-1	0	0	694979,3901	9573976,543	694,9793901	9573,976543
-1	-1	0	0	695014,6908	9574025,292	695,0146908	9574,025292
-1	-1	0	0	695115,4845	9574121,474	695,1154845	9574,121474
-1	-1	0	0	695196,6899	9574181,458	695,1966899	9574,181458
-1	-1	0	0	695257,7267	9574210,465	695,2577267	9574,210465
-1	-1	0	0	695395,7358	9574224,57	695,3957358	9574,22457
-1	-1	0	0	695477,7396	9574220,82	695,4777396	9574,22082
-1	-1	0	0	695499,3651	9574215,548	695,4993651	9574,215548
-1	-1	0	0	695548,823	9574190,07	695,548823	9574,19007
-1	-1	0	0	695603,9579	9574171,198	695,6039579	9574,171198
-1	-1	0	0	695669,97	9574155,57	695,66997	9574,15557
-1	-1	0	0	695838,3486	9574129,464	695,8383486	9574,129464
-1	-1	0	0	695947,7047	9574112,069	695,9477047	9574,112069
-1	-1	0	0	696003,03	9574092,63	696,00303	9574,09263
-1	-1	0	0	696063,2688	9574064,401	696,0632688	9574,064401
-1	-1	0	0	696110,8293	9574045,109	696,1108293	9574,045109
-1	-1	0	0	696205,3246	9574028,893	696,2053246	9574,028893
-1	-1	0	0	696305,4792	9573989,823	696,3054792	9573,989823
-1	-1	0	0	696428,2463	9573923,07	696,4282463	9573,92307
-1	-1	0	0	696513,03	9573882,63	696,51303	9573,88263
-1	-1	0	0	696605,97	9573837,57	696,60597	9573,83757
-1	-1	0	0	696657,03	9573816,63	696,65703	9573,81663
-1	-1	0	0	696710,1431	9573785,507	696,7101431	9573,785507
-1	-1	0	0	696754,3857	9573768,764	696,7543857	9573,768764
-1	-1	0	0	696803,9363	9573762,709	696,8039363	9573,762709
-1	-1	0	0	696829,4513	9573741,29	696,8294513	9573,74129
-1	-1	0	0	696878,8356	9573745,007	696,8788356	9573,745007
-1	-1	0	0	696934,5853	9573765,418	696,9345853	9573,765418
-1	-1	0	0	696973,444	9573766,211	696,973444	9573,766211
-1	-1	0	0	697135,0737	9573762,152	697,1350737	9573,762152
-1	-1	0	0	697208,6667	9573744,211	697,2086667	9573,744211
-1	-1	0	0	697251,5153	9573726,831	697,2515153	9573,726831
-1	-1	0	0	697338,03	9573699,63	697,33803	9573,69963
-1	-1	0	0	697431,5292	9573669,389	697,4315292	9573,669389
-1	-1	0	0	697484,7151	9573659,006	697,4847151	9573,659006
-1	-1	0	0	697515,03	9573645,63	697,51503	9573,64563
-1	-1	0	0	697594,5776	9573607,483	697,5945776	9573,607483
-1	-1	0	0	697661,97	9573594,57	697,66197	9573,59457
-1	-1	0	0	697696,3506	9573589,77	697,6963506	9573,58977
-1	-1	0	0	697744,6926	9573553,935	697,7446926	9573,553935
-1	-1	0	0	697797,0912	9573497,949	697,7970912	9573,497949
-1	-1	0	0	697836,0136	9573423,77	697,8360135	9573,42377
-1	-1	0	0	697847,3313	9573411,99	697,8473313	9573,41199
-1	-1	0	0	697865,1899	9573402,79	697,8651899	9573,40279
-1	-1	0	0	697890,4303	9573395,671	697,8904303	9573,395671
-1	-1	0	0	697928,5232	9573364,159	697,9285232	9573,364159
-1	-1	0	0	697944,8251	9573342,675	697,9448251	9573,342675
-1	-1	0	0	697970,97	9573306,57	697,97097	9573,30657
-1	-1	0	0	698012,5247	9573261,395	698,0125247	9573,261395
-1	-1	0	0	698049,8701	9573216,908	698,0498701	9573,216908
-1	-1	0	0	698075,3328	9573176,431	698,0753328	9573,176431
-1	-1	0	0	698084,9546	9573148,321	698,0849546	9573,148321
-1	-1	0	0	698085,1531	9573138,6	698,0851531	9573,1386
-1	-1	0	0	698084,5023	9573106,717	698,0845023	9573,106717
-1	-1	0	0	698090,6565	9573094,032	698,0906565	9573,094032
-1	-1	0	0	698102,3324	9573076,807	698,1023324	9573,076807
-1	-1	0	0	698114,139	9573053,889	698,114139	9573,053889
-1	-1	0	0	698122,1869	9573033,484	698,1221869	9573,033484
-1	-1	0	0	698156,4093	9572992,115	698,1564093	9572,992115
-1	-1	0	0	698187,973	9572967,441	698,187973	9572,967441
-1	-1	0	0	698231,116	9572941,83	698,231116	9572,94183
-1	-1	0	0	698243,6851	9572923,287	698,2436851	9572,923287
-1	-1	0	0	698256,7646	9572878,091	698,2567646	9572,878091
-1	-1	0	0	698229,6079	9572858,826	698,2296079	9572,858826
-1	-1	0	0	698221,8845	9572828,688	698,2218845	9572,828688
-1	-1	0	0	698234,97	9572783,471	698,23497	9572,783471
-1	-1	0	0	698230,9629	9572756,349	698,2309629	9572,756349
-1	-1	0	0	698204,6854	9572733,685	698,2046854	9572,733685
-1	-1	0	0	698177,1112	9572733,123	698,1771112	9572,733123
-1	-1	0	0	698159,2782	9572737,47	698,1592782	9572,73747
-1	-1	0	0	698153,4331	9572743,086	698,1534331	9572,743086
-1	-1	0	0	698122,9801	9572789,535	698,1229801	9572,789535
-1	-1	0	0	698097,676	9572802,57	698,097676	9572,80257
-1	-1	0	0	698080,028	9572797,224	698,080028	9572,797224
-1	-1	0	0	698052,6493	9572779,274	698,0526493	9572,779274
-1	-1	0	0	698019,2117	9572741,264	698,0192117	9572,741264
-1	-1	0	0	698009,97	9572727,63	698,00997	9572,72763
-1	-1	0	0	697998,03	9572706,57	697,99803	9572,70657
-1	-1	0	0	697986,03	9572690,756	697,98603	9572,690756
-1	-1	0	0	697988,97	9572649,57	697,98897	9572,64957
-1	-1	0	0	698000,97	9572574,153	698,00097	9572,574153
-1	-1	0	0	697997,5822	9572553,891	697,9975822	9572,553891
-1	-1	0	0	697982,9799	9572502,12	697,9829799	9572,50212
-1	-1	0	0	697964,8499	9572466,926	697,9648499	9572,466926
-1	-1	0	0	697920,75	9572338,085	697,92075	9572,338085
-1	-1	0	0	697914,0461	9572305,354	697,9140461	9572,305354
-1	-1	0	0	697913,918	9572299,089	697,913918	9572,299089
-1	-1	0	0	697919,6393	9572275,621	697,9196393	9572,275621
-1	-1	0	0	697931,7147	9572245,005	697,9317147	9572,245005
-1	-1	0	0	697987,4894	9572198,184	697,9874894	9572,198184
-1	-1	0	0	698001,6486	9572193,338	698,0016486	9572,193338
-1	-1	0	0	698024,488	9572193,804	698,024488	9572,193804
-1	-1	0	0	698036,7561	9572187,852	698,0367561	9572,187852
-1	-1	0	0	698054,84	9572164,02	698,05484	9572,16402
-1	-1	0	0	698065,5018	9572127,178	698,0655018	9572,127178
-1	-1	0	0	698071,2667	9572093,379	698,0712667	9572,093379
-1	-1	0	0	698061,03	9572079,57	698,06103	9572,07957
-1	-1	0	0	698028,3373	9572039,07	698,0283373	9572,03907
-1	-1	0	0	698024,97	9572022,63	698,02497	9572,02263
-1	-1	0	0	698020,8556	9571976,365	698,0208556	9571,976365
-1	-1	0	0	698014,8135	9571951,58	698,0148135	9571,95158
-1	-1	0	0	698001,323	9571944,63	698,001323	9571,94463
-1	-1	0	0	697955,0284	9571950,219	697,9550284	9571,950219
-1	-1	0	0	697921,8036	9571955,886	697,9218036	9571,955886
-1	-1	0	0	697884,1663	9571937,626	697,8841663	9571,937626
-1	-1	0	0	697863,4244	9571924,027	697,8634244	9571,924027
-1	-1	0	0	697844,97	9571902,63	697,84497	9571,90263
-1	-1	0	0	697823,3862	9571875,406	697,8233862	9571,875406
-1	-1	0	0	697797,4805	9571845,64	697,7974805	9571,84564
-1	-1	0	0	697779,5229	9571845,274	697,7795229	9571,845274
-1	-1	0	0	697735,7684	9571887,313	697,7357684	9571,887313
-1	-1	0	0	697714,2795	9571926,234	697,7142795	9571,926234
-1	-1	0	0	697695,2999	9571931,099	697,6952999	9571,931099
-1	-1	0	0	697670,3163	9571925,008	697,6703163	9571,925008
-1	-1	0	0	697659,7709	9571904,537	697,6597709	9571,904537
-1	-1	0	0	697655,6774	9571833,448	697,6556774	9571,833448
-1	-1	0	0	697639,7399	9571816,86	697,6397399	9571,81686
-1	-1	0	0	697609,2264	9571787,543	697,6092264	9571,787543
-1	-1	0	0	697593,078	9571760,914	697,593078	9571,760914
-1	-1	0	0	697591,897	9571703,054	697,591897	9571,703054
-1	-1	0	0	697610,97	9571623,343	697,61097	9571,623343
-1	-1	0	0	697605,1172	9571599,906	697,6051172	9571,599906
-1	-1	0	0	697590,7412	9571584,943	697,5907412	9571,584943
-1	-1	0	0	697567,9189	9571575,686	697,5679189	9571,575686
-1	-1	0	0	697507,4828	9571571,988	697,5074828	9571,571988
-1	-1	0	0	697482,5101	9571563,885	697,4825101	9571,563885
-1	-1	0	0	697465,0668	9571552,448	697,4650668	9571,552448
-1	-1	0	0	697443,75	9571531,968	697,44375	9571,531968
-1	-1	0	0	697431,1088	9571507,429	697,4311088	9571,507429
-1	-1	0	0	697430,9692	9571500,6	697,4309692	9571,5006
-1	-1	0	0	697432,366	9571432,169	697,432366	9571,432169
-1	-1	0	0	697419,4688	9571399,47	697,4194687	9571,39947
-1	-1	0	0	697409,6506	9571382,931	697,4096506	9571,382931
-1	-1	0	0	697366,3594	9571325,878	697,3663594	9571,325878
-1	-1	0	0	697344,8364	9571288,508	697,3448364	9571,288508
-1	-1	0	0	697338,3563	9571256,869	697,3383563	9571,256869
-1	-1	0	0	697349,67	9571222,005	697,34967	9571,222005
-1	-1	0	0	697411,7889	9571157,35	697,4117889	9571,15735
-1	-1	0	0	697430,97	9571149,57	697,43097	9571,14957
-1	-1	0	0	697446,03	9571143,63	697,44603	9571,14363
-1	-1	0	0	697484,97	9571125,57	697,48497	9571,12557
-1	-1	0	0	697528,6073	9571108,879	697,5286073	9571,108879
-1	-1	0	0	697544,8198	9571093,302	697,5448198	9571,093302
-1	-1	0	0	697550,97	9571063,276	697,55097	9571,063276
-1	-1	0	0	697546,559	9571021,707	697,546559	9571,021707
-1	-1	0	0	697527,5698	9571008,835	697,5275698	9571,008835
-1	-1	0	0	697505,1892	9571001,175	697,5051892	9571,001175
-1	-1	0	0	697468,5908	9571011,497	697,4685908	9571,011497
-1	-1	0	0	697420,4626	9571031,438	697,4204626	9571,031438
-1	-1	0	0	697354,2052	9571065,57	697,3542052	9571,06557
-1	-1	0	0	697276,4095	9571061,429	697,2764095	9571,061429
-1	-1	0	0	697242,1597	9571046,89	697,2421597	9571,04689
-1	-1	0	0	697215,3512	9571027,017	697,2153512	9571,027017
-1	-1	0	0	697191,1201	9570979,98	697,1911201	9570,97998
-1	-1	0	0	697190,8096	9570964,76	697,1908096	9570,96476
-1	-1	0	0	697195,2001	9570942,269	697,1952001	9570,942269
-1	-1	0	0	697202,5499	9570919,62	697,2025499	9570,91962
-1	-1	0	0	697205,97	9570912,57	697,20597	9570,91257
-1	-1	0	0	697221,8134	9570884,229	697,2218134	9570,884229
-1	-1	0	0	697189,2217	9570822,457	697,1892217	9570,822457
-1	-1	0	0	697158,0344	9570776,448	697,1580344	9570,776448
-1	-1	0	0	697139,2112	9570732,942	697,1392112	9570,732942
-1	-1	0	0	697128,03	9570700,276	697,12803	9570,700276
-1	-1	0	0	697131,7863	9570657,21	697,1317863	9570,65721
-1	-1	0	0	697165,8486	9570621,757	697,1658486	9570,621757
-1	-1	0	0	697226,2606	9570592,449	697,2262606	9570,592449
-1	-1	0	0	697246,8761	9570566,91	697,2468761	9570,56691
-1	-1	0	0	697253,97	9570532,276	697,25397	9570,532276
-1	-1	0	0	697246,6838	9570505,651	697,2466838	9570,505651
-1	-1	0	0	697206,282	9570413,682	697,206282	9570,413682
-1	-1	0	0	697196,8986	9570351,978	697,1968986	9570,351978
-1	-1	0	0	697179,2611	9570312,579	697,1792611	9570,312579
-1	-1	0	0	697176,03	9570246,57	697,17603	9570,24657
-1	-1	0	0	697170,03	9570170,217	697,17003	9570,170217
-1	-1	0	0	697178,0651	9570151,757	697,1780651	9570,151757
-1	-1	0	0	697196,3811	9570132,693	697,1963811	9570,132693
-1	-1	0	0	697217,97	9570114,57	697,21797	9570,11457
-1	-1	0	0	697235,0248	9570101,048	697,2350248	9570,101048
-1	-1	0	0	697261,7856	9570059,192	697,2617856	9570,059192
-1	-1	0	0	697268,5214	9570032,909	697,2685214	9570,032909
-1	-1	0	0	697232,4353	9570000,68	697,2324353	9570,00068
-1	-1	0	0	697210,5	9570000,233	697,2105	9570,000233
-1	-1	0	0	697161,9456	9570001,224	697,1619456	9570,001224
-1	-1	0	0	697138,0236	9569988,9	697,1380236	9569,9889
-1	-1	0	0	697125,03	9569985,57	697,12503	9569,98557
-1	-1	0	0	697058,3914	9569982,308	697,0583914	9569,982308
-1	-1	0	0	697029,7679	9569949,12	697,0297679	9569,94912
-1	-1	0	0	697020,1377	9569915,843	697,0201377	9569,915843
-1	-1	0	0	697019,3782	9569878,634	697,0193782	9569,878634
-1	-1	0	0	697023,7899	9569851,533	697,0237899	9569,851533
-1	-1	0	0	697031,3701	9569828,174	697,0313701	9569,828174
-1	-1	0	0	697043,4899	9569803,192	697,0434899	9569,803192
-1	-1	0	0	697066,1664	9569779,59	697,0661664	9569,77959
-1	-1	0	0	697084,4524	9569770,17	697,0844524	9569,77017
-1	-1	0	0	697103,1493	9569763,77	697,1031493	9569,76377
-1	-1	0	0	697115,5111	9569763,518	697,1155111	9569,763518
-1	-1	0	0	697134,8317	9569768,228	697,1348317	9569,768228
-1	-1	0	0	697161,798	9569785,908	697,161798	9569,785908
-1	-1	0	0	697179,03	9569799,57	697,17903	9569,79957
-1	-1	0	0	697224,3845	9569841,57	697,2243845	9569,84157
-1	-1	0	0	697244,892	9569836,393	697,244892	9569,836393
-1	-1	0	0	697245,5006	9569806,566	697,2455006	9569,806566
-1	-1	0	0	697232,0006	9569782,755	697,2320006	9569,782755
-1	-1	0	0	697203,9862	9569741,426	697,2039862	9569,741426
-1	-1	0	0	697194,2098	9569722,449	697,1942098	9569,722449
-1	-1	0	0	697189,5663	9569699,776	697,1895663	9569,699776
-1	-1	0	0	697198,2396	9569651,503	697,1982396	9569,651503
-1	-1	0	0	697223,9172	9569592,155	697,2239172	9569,592155
-1	-1	0	0	697224,2567	9569575,514	697,2242567	9569,575514
-1	-1	0	0	697207,4099	9569523,598	697,2074099	9569,523598
-1	-1	0	0	697197,5101	9569503,192	697,1975101	9569,503192
-1	-1	0	0	697180,3678	9569485,35	697,1803678	9569,48535
-1	-1	0	0	697155,676	9569472,63	697,155676	9569,47263
-1	-1	0	0	697128,082	9569476,368	697,128082	9569,476368
-1	-1	0	0	697112,97	9569487,57	697,11297	9569,48757
-1	-1	0	0	697061,7422	9569533,321	697,0617422	9569,533321
-1	-1	0	0	696998,9894	9569577,838	696,9989894	9569,577838
-1	-1	0	0	696986,97	9569595,57	696,98697	9569,59557
-1	-1	0	0	696981,2355	9569607,39	696,9812355	9569,60739
-1	-1	0	0	696967,7461	9569616,534	696,9677461	9569,616534
-1	-1	0	0	696954,3904	9569616,806	696,9543904	9569,616806
-1	-1	0	0	696942,5299	9569609,03	696,9425299	9569,60903
-1	-1	0	0	696938,7107	9569597,872	696,9387107	9569,597872
-1	-1	0	0	696931,0664	9569566,515	696,9310664	9569,566515
-1	-1	0	0	696908,3752	9569548,198	696,9083752	9569,548198
-1	-1	0	0	696856,2228	9569544,273	696,8562228	9569,544273
-1	-1	0	0	696825,5123	9569519,924	696,8255123	9569,519924
-1	-1	0	0	696817,6392	9569481,486	696,8176392	9569,481486
-1	-1	0	0	696827,97	9569435,56	696,82797	9569,43556
-1	-1	0	0	696824,3079	9569399,449	696,8243079	9569,399449
-1	-1	0	0	696810,798	9569371,602	696,810798	9569,371602
-1	-1	0	0	696787,5066	9569344,26	696,7875066	9569,34426
-1	-1	0	0	696756,03	9569316,57	696,75603	9569,31657
-1	-1	0	0	696731,0819	9569295,318	696,7310819	9569,295318
-1	-1	0	0	696712,5601	9569276,04	696,7125601	9569,27604
-1	-1	0	0	696700,0796	9569264,049	696,7000796	9569,264049
-1	-1	0	0	696690,03	9569238,57	696,69003	9569,23857
-1	-1	0	0	696681,03	9569221,1	696,68103	9569,2211
-1	-1	0	0	696686,4104	9569209,15	696,6864104	9569,20915
-1	-1	0	0	696726,1604	9569175,782	696,7261604	9569,175782
-1	-1	0	0	696790,5494	9569170,935	696,7905494	9569,170935
-1	-1	0	0	696813,9086	9569148,492	696,8139086	9569,148492
-1	-1	0	0	696837,1809	9569117,098	696,8371809	9569,117098
-1	-1	0	0	696850,9783	9569109,99	696,8509783	9569,10999
-1	-1	0	0	696864,3208	9569105,423	696,8643208	9569,105423
-1	-1	0	0	696964,3971	9569089,504	696,9643971	9569,089504
-1	-1	0	0	696981,03	9569079,63	696,98103	9569,07963
-1	-1	0	0	696998,9714	9569064,569	696,9989714	9569,064569
-1	-1	0	0	697013,0859	9569064,857	697,0130859	9569,064857
-1	-1	0	0	697024,0697	9569061,293	697,0240697	9569,061293
-1	-1	0	0	697060,218	9569046,63	697,060218	9569,04663
-1	-1	0	0	697095,9672	9569049,649	697,0959672	9569,049649
-1	-1	0	0	697154,5034	9569069,685	697,1545034	9569,069685
-1	-1	0	0	697202,2753	9569074,123	697,2022753	9569,074123
-1	-1	0	0	697287,8079	9569067,882	697,2878079	9569,067882
-1	-1	0	0	697381,4008	9569085,57	697,3814008	9569,08557
-1	-1	0	0	697404,03	9569082,63	697,40403	9569,08263
-1	-1	0	0	697445,6609	9569070,582	697,4456609	9569,070582
-1	-1	0	0	697524,8357	9569067,481	697,5248357	9569,067481
-1	-1	0	0	697554,1355	9569050,869	697,5541355	9569,050869
-1	-1	0	0	697588,9794	9569025,81	697,5889794	9569,02581
-1	-1	0	0	697670,4932	9569022,192	697,6704932	9569,022192
-1	-1	0	0	697724,1764	9569023,287	697,7241764	9569,023287
-1	-1	0	0	697763,9099	9569016,51	697,7639099	9569,01651
-1	-1	0	0	697836,2465	9569006,412	697,8362465	9569,006412
-1	-1	0	0	697899,03	9568992,63	697,89903	9568,99263
-1	-1	0	0	697934,8748	9568978,091	697,9348748	9568,978091
-1	-1	0	0	698057,97	9568938,57	698,05797	9568,93857
-1	-1	0	0	698119,173	9568922,352	698,119173	9568,922352
-1	-1	0	0	698150,5067	9568910,71	698,1505067	9568,91071
-1	-1	0	0	698180,3866	9568898,59	698,1803866	9568,89859
-1	-1	0	0	698238,4797	9568877,004	698,2384797	9568,877004
-1	-1	0	0	698268,03	9568857,63	698,26803	9568,85763
-1	-1	0	0	698319,1648	9568820,28	698,3191648	9568,82028
-1	-1	0	0	698358,3992	9568797,684	698,3583992	9568,797684
-1	-1	0	0	698377,5	9568797,294	698,3775	9568,797294
-1	-1	0	0	698418,657	9568798,134	698,418657	9568,798134
-1	-1	0	0	698444,3518	9568791,87	698,4443518	9568,79187
-1	-1	0	0	698465,7913	9568781,468	698,4657913	9568,781468
-1	-1	0	0	698514,4146	9568742,919	698,5144146	9568,742919
-1	-1	0	0	698580,156	9568647,601	698,580156	9568,647601
-1	-1	0	0	698632,0195	9568577,637	698,6320195	9568,577637
-1	-1	0	0	698687,6008	9568518,726	698,6876008	9568,518726
-1	-1	0	0	698766,03	9568422,63	698,76603	9568,42263
-1	-1	0	0	698799,7441	9568378,647	698,7997441	9568,378647
-1	-1	0	0	698860,1858	9568305,582	698,8601858	9568,305582
-1	-1	0	0	698896,0349	9568278,38	698,8960349	9568,27838
-1	-1	0	0	698962,1089	9568230,86	698,9621089	9568,23086
-1	-1	0	0	699063,0022	9568164,642	699,0630022	9568,164642
-1	-1	0	0	699102,4468	9568147,576	699,1024468	9568,147576
-1	-1	0	0	699168,8936	9568123,248	699,1688936	9568,123248
-1	-1	0	0	699191,97	9568116,57	699,19197	9568,11657
-1	-1	0	0	699239,9399	9568106,04	699,2399399	9568,10604
-1	-1	0	0	699286,7886	9568083,311	699,2867886	9568,083311
-1	-1	0	0	699308,5759	9568069,027	699,3085759	9568,069027
-1	-1	0	0	699327,03	9568047,63	699,32703	9568,04763
-1	-1	0	0	699366,75	9567991,639	699,36675	9567,991639
-1	-1	0	0	699404,4412	9567946,077	699,4044412	9567,946077
-1	-1	0	0	699433,6458	9567923,917	699,4336458	9567,923917
-1	-1	0	0	699481,1733	9567898,126	699,4811733	9567,898126
-1	-1	0	0	699498,03	9567885,63	699,49803	9567,88563
-1	-1	0	0	699557,7715	9567831,635	699,5577715	9567,831635
-1	-1	0	0	699571,916	9567831,347	699,571916	9567,831347
-1	-1	0	0	699618,03	9567834,57	699,61803	9567,83457
-1	-1	0	0	699666,6482	9567842,862	699,6666482	9567,842862
-1	-1	0	0	699740,97	9567852,63	699,74097	9567,85263
-1	-1	0	0	699822,9565	9567855,718	699,8229565	9567,855718
-1	-1	0	0	699973,3733	9567879,111	699,9733733	9567,879111
-1	-1	0	0	700010,116	9567891,035	700,010116	9567,891035
-1	-1	0	0	700060,1792	9567925,91	700,0601792	9567,92591
-1	-1	0	0	700072,6802	9567937,92	700,0726802	9567,93792
-1	-1	0	0	700088,8499	9567954,75	700,0888499	9567,95475
-1	-1	0	0	700113,6812	9567978,607	700,1136812	9567,978607
-1	-1	0	0	700133,7122	9568003,873	700,1337122	9568,003873
-1	-1	0	0	700204,4231	9568057,629	700,2044231	9568,057629
-1	-1	0	0	700249,4187	9568095,401	700,2494187	9568,095401
-1	-1	0	0	700292,3782	9568125,877	700,2923782	9568,125877
-1	-1	0	0	700335,03	9568158,57	700,33503	9568,15857
-1	-1	0	0	700359,8042	9568178,569	700,3598042	9568,178569
-1	-1	0	0	700507,9783	9568264,6	700,5079783	9568,2646
-1	-1	0	0	700677,03	9568350,57	700,67703	9568,35057
-1	-1	0	0	700735,1104	9568385,791	700,7351104	9568,385791
-1	-1	0	0	700758,3274	9568395,209	700,7583274	9568,395209
-1	-1	0	0	700789,5037	9568395,845	700,7895037	9568,395845
-1	-1	0	0	700803,271	9568365,092	700,803271	9568,365092
-1	-1	0	0	700798,3169	9568324,548	700,7983169	9568,324548
-1	-1	0	0	700766,1951	9568225,234	700,7661951	9568,225234
-1	-1	0	0	700755,4497	9568099,033	700,7554497	9568,099033
-1	-1	0	0	700750,8552	9567995,506	700,7508552	9567,995506
-1	-1	0	0	700755,03	9567909,63	700,75503	9567,90963
-1	-1	0	0	700757,97	9567843,57	700,75797	9567,84357
-1	-1	0	0	700761,0718	9567810,178	700,7610718	9567,810178
-1	-1	0	0	700767,0784	9567686,629	700,7670784	9567,686629
-1	-1	0	0	700764,03	9567630,57	700,76403	9567,63057
-1	-1	0	0	700758,03	9567560,099	700,75803	9567,560099
-1	-1	0	0	700761,2761	9567512,042	700,7612761	9567,512042
-1	-1	0	0	700775,8923	9567472,704	700,7758923	9567,472704
-1	-1	0	0	700850,97	9567384,57	700,85097	9567,38457
-1	-1	0	0	700887,9331	9567339,575	700,8879331	9567,339575
-1	-1	0	0	700900,2605	9567321,389	700,9002605	9567,321389
-1	-1	0	0	700921,7747	9567285,912	700,9217747	9567,285912
-1	-1	0	0	700949,9224	9567212,322	700,9499224	9567,212322
-1	-1	0	0	700981,9204	9567135,96	700,9819204	9567,13596
-1	-1	0	0	700996,4172	9567089,151	700,9964172	9567,089151
-1	-1	0	0	701006,7898	9567038,508	701,0067898	9567,038508
-1	-1	0	0	701012,97	9566971,982	701,01297	9566,971982
-1	-1	0	0	701009,1826	9566931,516	701,0091826	9566,931517
-1	-1	0	0	700991,3438	9566900,543	700,9913438	9566,900543
-1	-1	0	0	700997,6792	9566855,162	700,9976792	9566,855162
-1	-1	0	0	701018,2097	9566765,462	701,0182097	9566,765462
-1	-1	0	0	701054,97	9566658,57	701,05497	9566,65857
-1	-1	0	0	701096,2112	9566568,828	701,0962112	9566,568828
-1	-1	0	0	701124,0198	9566503,318	701,1240198	9566,503318
-1	-1	0	0	701196,03	9566397,63	701,19603	9566,39763
-1	-1	0	0	701262,3699	9566300,113	701,2623699	9566,300113
-1	-1	0	0	701376,5369	9566181,286	701,3765369	9566,181286
-1	-1	0	0	701478,5303	9566089,104	701,4785303	9566,089104
-1	-1	0	0	701723,3203	9565914,618	701,7233203	9565,914618
-1	-1	0	0	701748,03	9565902,63	701,74803	9565,90263
-1	-1	0	0	701942,97	9565806,57	701,94297	9565,80657
-1	-1	0	0	702000,03	9565779,63	702,00003	9565,77963
-1	-1	0	0	702138,8848	9565711,653	702,1388848	9565,711653
-1	-1	0	0	702231,03	9565689,63	702,23103	9565,68963
-1	-1	0	0	702312,2278	9565670,201	702,3122278	9565,670201
-1	-1	0	0	702455,6836	9565659,365	702,4556836	9565,659365
-1	-1	0	0	702558,2388	9565665,646	702,5582388	9565,665646
-1	-1	0	0	702666,03	9565662,63	702,66603	9565,66263
-1	-1	0	0	702773,97	9565659,57	702,77397	9565,65957
-1	-1	0	0	702966,03	9565656,63	702,96603	9565,65663
-1	-1	0	0	703109,6909	9565634,696	703,1096909	9565,634696
-1	-1	0	0	703415,1541	9565624,235	703,4151541	9565,624235
-1	-1	0	0	703584,03	9565629,57	703,58403	9565,62957
-1	-1	0	0	703718,083	9565667,468	703,718083	9565,667468
-1	-1	0	0	703775,97	9565683,63	703,77597	9565,68363
